,sampCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
16177,HU,2023,Metaflumizone (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16178,HU,2023,Metalaxyl and metalaxyl-M (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16179,HU,2023,Metaldehyde,18,18.0,0.01,0.0,0.0,0.0,0.0
16180,HU,2023,Metamitron,18,18.0,0.01,0.0,0.0,0.0,0.0
16181,HU,2023,Metazachlor,18,18.0,0.01,0.0,0.0,0.0,0.0
16182,HU,2023,Metconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16183,HU,2023,Methamidophos,18,18.0,0.01,0.0,0.0,0.0,0.0
16184,HU,2023,Methidathion,18,0.0,0.0,0.0,18.0,0.01,0.0
16185,HU,2023,Methiocarb (sum),18,18.0,0.0145,0.0078,0.0,0.0,0.0
16186,HU,2023,Methomyl and Thiodicarb (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16188,HU,2023,Methoxyfenozide,18,18.0,0.01,0.0,0.0,0.0,0.0
16189,HU,2023,Metobromuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16190,HU,2023,Metolachlor and S-metolachlor (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16191,HU,2023,Metoxuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16193,HU,2023,Metribuzin,18,18.0,0.01,0.0,18.0,0.01,0.0
16194,HU,2023,Mevinphos (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16195,HU,2023,Molinate,18,18.0,0.01,0.0,0.0,0.0,0.0
16196,HU,2023,Monocrotophos,18,18.0,0.01,0.0,0.0,0.0,0.0
16197,HU,2023,Monolinuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16199,HU,2023,Napropamide (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16200,HU,2023,Nitenpyram,18,18.0,0.01,0.0,0.0,0.0,0.0
16202,HU,2023,Nuarimol,18,18.0,0.01,0.0,0.0,0.0,0.0
16203,HU,2023,Ofurace,18,18.0,0.01,0.0,0.0,0.0,0.0
16204,HU,2023,Oxadiazon,18,18.0,0.01,0.0,0.0,0.0,0.0
16205,HU,2023,Oxadixyl,18,18.0,0.01,0.0,0.0,0.0,0.0
16206,HU,2023,Oxamyl,18,18.0,0.01,0.0,0.0,0.0,0.0
16207,HU,2023,Oxycarboxin,18,18.0,0.01,0.0,0.0,0.0,0.0
16209,HU,2023,Oxydemeton-methyl (sum),18,18.0,0.0111,0.003,0.0,0.0,0.0
16210,HU,2023,Oxyfluorfen,18,18.0,0.01,0.0,0.0,0.0,0.0
16211,HU,2023,Paclobutrazol (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16212,HU,2023,Paraoxon,18,18.0,0.01,0.0,0.0,0.0,0.0
16215,HU,2023,Penconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16216,HU,2023,Pencycuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16217,HU,2023,Pendimethalin,18,0.0,0.0,0.0,18.0,0.01,0.0
16218,HU,2023,Penflufen (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16219,HU,2023,Penthiopyrad,18,18.0,0.01,0.0,0.0,0.0,0.0
16221,HU,2023,Pethoxamid,18,18.0,0.01,0.0,0.0,0.0,0.0
16222,HU,2023,Phenmedipham,18,18.0,0.01,0.0,0.0,0.0,0.0
16223,HU,2023,Phenthoate,18,18.0,0.01,0.0,0.0,0.0,0.0
16224,HU,2023,Phorate (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16225,HU,2023,Phosalone,18,18.0,0.01,0.0,0.0,0.0,0.0
16227,HU,2023,Phosphamidon,18,18.0,0.01,0.0,0.0,0.0,0.0
16228,HU,2023,Phoxim,18,18.0,0.01,0.0,0.0,0.0,0.0
16229,HU,2023,Picolinafen,18,18.0,0.01,0.0,0.0,0.0,0.0
16230,HU,2023,Picoxystrobin,18,18.0,0.01,0.0,0.0,0.0,0.0
16231,HU,2023,Piperonyl Butoxide,18,18.0,0.01,0.0,0.0,0.0,0.0
16232,HU,2023,Pirimicarb (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16233,HU,2023,Pirimiphos-Ethyl,18,18.0,0.01,0.0,0.0,0.0,0.0
16234,HU,2023,Pirimiphos-methyl (sum),18,0.0,0.0,0.0,18.0,0.01,0.0
16235,HU,2023,Prochloraz (sum),18,0.0,0.0,0.0,18.0,0.01,0.0
16237,HU,2023,Profenofos,18,0.0,0.0,0.0,18.0,0.01,0.0
16238,HU,2023,Prometryn,18,18.0,0.01,0.0,0.0,0.0,0.0
16239,HU,2023,Propachlor (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16240,HU,2023,Propaquizafop,18,18.0,0.01,0.0,0.0,0.0,0.0
16241,HU,2023,Propargite,18,18.0,0.01,0.0,0.0,0.0,0.0
16242,HU,2023,Propazine,18,18.0,0.01,0.0,0.0,0.0,0.0
16243,HU,2023,Propetamphos,18,18.0,0.01,0.0,0.0,0.0,0.0
16244,HU,2023,Propham,18,18.0,0.01,0.0,0.0,0.0,0.0
16245,HU,2023,Propiconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16246,HU,2023,Propisochlor,18,18.0,0.01,0.0,0.0,0.0,0.0
16247,HU,2023,Propoxur,18,18.0,0.01,0.0,0.0,0.0,0.0
16248,HU,2023,Propyzamide (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16249,HU,2023,Proquinazid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16250,HU,2023,Prosulfocarb,18,18.0,0.01,0.0,0.0,0.0,0.0
16251,HU,2023,Prosulfuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16252,HU,2023,Prothioconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16254,HU,2023,Pymetrozine,18,18.0,0.01,0.0,0.0,0.0,0.0
16255,HU,2023,Pyraclostrobin,18,18.0,0.01,0.0,0.0,0.0,0.0
16256,HU,2023,Pyrazophos,18,0.0,0.0,0.0,18.0,0.01,0.0
16257,HU,2023,Pyrethrins,18,18.0,0.01,0.0,0.0,0.0,0.0
16259,HU,2023,Pyridalyl,18,18.0,0.01,0.0,0.0,0.0,0.0
16260,HU,2023,Pyridaphenthion,18,18.0,0.01,0.0,0.0,0.0,0.0
16261,HU,2023,Pyrifenox,18,18.0,0.01,0.0,0.0,0.0,0.0
16262,HU,2023,Pyrimethanil,18,18.0,0.01,0.0,0.0,0.0,0.0
16263,HU,2023,Pyriofenone,18,18.0,0.01,0.0,0.0,0.0,0.0
16264,HU,2023,Pyriproxyfen,18,18.0,0.01,0.0,0.0,0.0,0.0
16265,HU,2023,Quinalphos,18,18.0,0.01,0.0,0.0,0.0,0.0
16266,HU,2023,Quinoclamine,18,18.0,0.01,0.0,0.0,0.0,0.0
16267,HU,2023,Quinoxyfen,18,18.0,0.01,0.0,0.0,0.0,0.0
16270,HU,2023,Rotenone,18,18.0,0.01,0.0,0.0,0.0,0.0
16271,HU,2023,Secbumeton,18,18.0,0.01,0.0,0.0,0.0,0.0
16272,HU,2023,Silthiofam,18,18.0,0.01,0.0,0.0,0.0,0.0
16273,HU,2023,Simazine,18,18.0,0.01,0.0,0.0,0.0,0.0
16274,HU,2023,Simetryn,18,18.0,0.01,0.0,0.0,0.0,0.0
16275,HU,2023,Spinetoram (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16276,HU,2023,Spinosad (sum),18,18.0,0.0133,0.0048,0.0,0.0,0.0
16277,HU,2023,Spiromesifen,18,18.0,0.01,0.0,0.0,0.0,0.0
16278,HU,2023,Spirotetramat (sum),18,18.0,0.0051,0.0014,0.0,0.0,0.0
16279,HU,2023,Sulfotep,18,18.0,0.01,0.0,0.0,0.0,0.0
16280,HU,2023,Sulfoxaflor (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16281,HU,2023,Tebuconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16282,HU,2023,Tebufenozide,18,18.0,0.01,0.0,0.0,0.0,0.0
16284,HU,2023,Teflubenzuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16286,HU,2023,Terbacil,18,18.0,0.01,0.0,0.0,0.0,0.0
16287,HU,2023,Terbufos (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16288,HU,2023,Terbumeton,18,18.0,0.01,0.0,0.0,0.0,0.0
16289,HU,2023,Terbuthylazine,18,18.0,0.01,0.0,0.0,0.0,0.0
16290,HU,2023,Terbutryn,18,18.0,0.01,0.0,0.0,0.0,0.0
16291,HU,2023,Tetrachlorvinphos,18,18.0,0.01,0.0,0.0,0.0,0.0
16294,HU,2023,Thiabendazole,18,18.0,0.01,0.0,0.0,0.0,0.0
16295,HU,2023,Thiacloprid,18,18.0,0.01,0.0,0.0,0.0,0.0
16296,HU,2023,Thiamethoxam (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16297,HU,2023,Thiencarbazone-methyl,18,18.0,0.01,0.0,0.0,0.0,0.0
16298,HU,2023,Thiometon,18,18.0,0.01,0.0,0.0,0.0,0.0
16299,HU,2023,Tolclofos-methyl,18,18.0,0.01,0.0,0.0,0.0,0.0
16300,HU,2023,Tolylfluanid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16301,HU,2023,Tri-allate,18,18.0,0.01,0.0,0.0,0.0,0.0
16302,HU,2023,Triadimefon and triadimenol (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16303,HU,2023,Triadimenol (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16305,HU,2023,Trichlorfon,18,18.0,0.01,0.0,0.0,0.0,0.0
16307,HU,2023,Tricyclazole,18,18.0,0.01,0.0,0.0,0.0,0.0
16308,HU,2023,Trifloxystrobin,18,18.0,0.01,0.0,0.0,0.0,0.0
16309,HU,2023,Triflumizole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16310,HU,2023,Triflumuron,18,18.0,0.01,0.0,0.0,0.0,0.0
16312,HU,2023,Triforine,18,18.0,0.01,0.0,0.0,0.0,0.0
16313,HU,2023,Triticonazole,18,18.0,0.01,0.0,0.0,0.0,0.0
16314,HU,2023,Vamidothion (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
16316,HU,2023,Zoxamide,18,18.0,0.01,0.0,0.0,0.0,0.0
16028,HU,2023,Bixafen (sum),17,0.0,0.0,0.0,17.0,0.01,0.0
16064,HU,2023,Cyprodinil (sum),17,17.0,0.01,0.0,0.0,0.0,0.0
16131,HU,2023,Flusilazole (sum),17,0.0,0.0,0.0,17.0,0.01,0.0
16226,HU,2023,Phosmet (sum),14,14.0,0.01,0.0,0.0,0.0,0.0
16166,HU,2023,Isoxaflutole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
16093,HU,2023,Endrin aldehyde,1,1.0,0.005,0.0,0.0,0.0,0.0
16306,HU,2023,"Trichlorophenol, 2,4,6-",1,1.0,0.01,0.0,0.0,0.0,0.0
16336,IE,2011,Bifenthrin (sum),59,0.0,0.0,0.0,1.0,0.005,0.0
16489,IE,2011,Iprovalicarb,59,1.0,0.024,0.0,0.0,0.0,0.0
16500,IE,2011,Lambda-Cyhalothrin (sum),59,1.0,0.018,0.0,0.0,0.0,0.0
18196,IE,2016,"2,4-D",84,1.0,0.29,0.0,0.0,0.0,0.0
18437,IE,2016,MCPA and MCPB (sum),84,1.0,0.39,0.0,0.0,0.0,0.0
18441,IE,2016,Mecoprop (sum),84,1.0,0.35,0.0,0.0,0.0,0.0
18636,IE,2017,Benzalkonium chloride,64,2.0,0.191,0.0721,0.0,0.0,0.0
19879,IE,2021,Chlorate,45,0.0,0.0,0.0,25.0,0.0342,0.0154
20285,IE,2022,Chlorate,71,0.0,0.0,0.0,3.0,0.0221,0.0117
20424,IE,2022,Fosetyl-Al (sum),71,2.0,0.029,0.0198,0.0,0.0,0.0
20692,IE,2023,Chlorate,81,2.0,0.22,0.0,0.0,0.0,0.0
20832,IE,2023,Fosetyl-Al (sum),80,1.0,0.047,0.0,0.0,0.0,0.0
21241,IE,2024,Fosetyl-Al (sum),77,1.0,0.08,0.0,0.0,0.0,0.0
22458,IT,2016,BAC 12,10,0.0,0.0,0.0,4.0,0.0365,0.0359
22459,IT,2016,BAC 14,10,0.0,0.0,0.0,3.0,0.0337,0.0176
22461,IT,2016,Benzalkonium chloride,4,0.0,0.0,0.0,1.0,0.012,0.0
22712,IT,2017,BAC 12,15,0.0,0.0,0.0,4.0,0.0128,0.0019
23510,IT,2022,2-phenylphenol (sum),37,0.0,0.0,0.0,2.0,0.0055,0.0021
23717,IT,2022,Piperonyl Butoxide,13,1.0,0.002,0.0,0.0,0.0,0.0
23561,IT,2022,Copper compounds,2,0.0,0.0,0.0,2.0,0.066,0.0042
23880,IT,2023,Fenthion (sum),154,0.0,0.0,0.0,1.0,0.009,0.0
23795,IT,2023,Bixafen (sum),83,1.0,0.027,0.0,0.0,0.0,0.0
23851,IT,2023,Diniconazole (sum),58,1.0,0.006,0.0,0.0,0.0,0.0
23823,IT,2023,Copper compounds,4,0.0,0.0,0.0,2.0,0.046,0.0
24066,IT,2024,Chlorate,18,0.0,0.0,0.0,1.0,0.03,0.0
25046,MK,2024,Copper compounds,4,4.0,9.9625,4.0312,0.0,0.0,0.0
25951,NL,2021,Chlorate,20,0.0,0.0,0.0,1.0,0.033,0.0
26385,NL,2022,Bromide ion,20,19.0,2.5989,1.8585,0.0,0.0,0.0
26405,NL,2022,Chlorate,20,0.0,0.0,0.0,4.0,0.0162,0.0053
26775,NL,2024,BAC 12,77,2.0,0.775,0.8839,1.0,0.025,0.0
26776,NL,2024,BAC 14,77,1.0,0.24,0.0,2.0,0.0515,0.0233
26777,NL,2024,BAC 16,77,0.0,0.0,0.0,1.0,0.02,0.0
26780,NL,2024,Benzalkonium chloride,77,1.0,1.6,0.0,2.0,0.064,0.0057
26803,NL,2024,DDAC (mix),77,2.0,0.775,0.8839,1.0,0.03,0.0
26991,NO,2023,Copper compounds,2,0.0,0.0,0.0,2.0,0.0415,0.0177
27471,PL,2024,DDT (sum),139,1.0,2.0,0.0,0.0,0.0,0.0
27889,PT,2023,Chlorate,2,0.0,0.0,0.0,1.0,0.1,0.0
28188,RO,2011,Chlordane (sum),13,0.0,0.0,0.0,1.0,0.0018,0.0
28195,RO,2011,DDT (sum),13,0.0,0.0,0.0,8.0,0.001,0.0004
28206,RO,2011,HCH-alpha,13,0.0,0.0,0.0,2.0,0.0006,0.0
28207,RO,2011,HCH-beta,13,0.0,0.0,0.0,1.0,0.0013,0.0
28210,RO,2011,Hexachlorobenzene,13,0.0,0.0,0.0,1.0,0.0006,0.0
28209,RO,2011,Heptachlor (sum),11,0.0,0.0,0.0,1.0,0.0017,0.0
28235,RO,2012,DDT (sum),15,0.0,0.0,0.0,10.0,0.0011,0.0006
28244,RO,2012,HCH-alpha,15,0.0,0.0,0.0,5.0,0.0009,0.0007
28245,RO,2012,HCH-beta,15,0.0,0.0,0.0,1.0,0.0005,0.0
28246,RO,2012,Heptachlor (sum of isomers),10,0.0,0.0,0.0,4.0,0.0015,0.0004
28275,RO,2013,DDT (sum),27,0.0,0.0,0.0,5.0,0.0009,0.0002
28285,RO,2013,HCH-beta,27,0.0,0.0,0.0,1.0,0.0005,0.0
28315,RO,2014,DDT (sum),12,0.0,0.0,0.0,3.0,0.0012,0.0009
28318,RO,2014,Dieldrin (sum),12,0.0,0.0,0.0,1.0,0.0027,0.0
28325,RO,2014,HCH-alpha,12,0.0,0.0,0.0,3.0,0.0009,0.0006
28329,RO,2014,Hexachlorobenzene,12,0.0,0.0,0.0,1.0,0.0004,0.0
28327,RO,2014,Heptachlor (sum of isomers),10,0.0,0.0,0.0,1.0,0.001,0.0
28351,RO,2015,Chlordane (sum),18,0.0,0.0,0.0,6.0,0.0014,0.0004
28358,RO,2015,DDT (sum),18,0.0,0.0,0.0,8.0,0.0043,0.0039
28361,RO,2015,Dieldrin (sum),18,0.0,0.0,0.0,2.0,0.0026,0.0023
28368,RO,2015,HCH-alpha,18,0.0,0.0,0.0,4.0,0.0028,0.0005
28372,RO,2015,Hexachlorobenzene,18,0.0,0.0,0.0,3.0,0.0015,0.0009
28374,RO,2015,Lindane,18,0.0,0.0,0.0,1.0,0.0005,0.0
28370,RO,2015,Heptachlor (sum of isomers),16,0.0,0.0,0.0,1.0,0.001,0.0
28360,RO,2015,Diazinon,14,0.0,0.0,0.0,1.0,0.0004,0.0
28375,RO,2015,Malathion (sum),14,1.0,0.0006,0.0,0.0,0.0,0.0
28391,RO,2016,Chlordane (sum),25,0.0,0.0,0.0,6.0,0.001,0.0004
28398,RO,2016,DDT (sum),25,0.0,0.0,0.0,5.0,0.0011,0.0005
28409,RO,2016,HCH-alpha,25,0.0,0.0,0.0,3.0,0.0027,0.0005
28413,RO,2016,Hexachlorobenzene,25,0.0,0.0,0.0,4.0,0.0017,0.0007
28411,RO,2016,Heptachlor (sum of isomers),24,0.0,0.0,0.0,2.0,0.0017,0.0016
28440,RO,2017,HCH-alpha,1,0.0,0.0,0.0,1.0,0.002,0.0
28443,RO,2017,Hexachlorobenzene,1,0.0,0.0,0.0,1.0,0.002,0.0
28460,RO,2019,DDT (sum),4,0.0,0.0,0.0,1.0,0.002,0.0
29461,SK,2013,DDAC (mix),5,1.0,0.15,0.0,2.0,0.0375,0.0021
