,paramcode,tag,long_name,obligatory,voluntary,total_samples
29,RF-00002838-PAR,Meptyldinocap (sum),Meptyldinocap,44.0,46.0,90.0
133,RF-00012291-PAR,Cyflufenamid (sum),"Sum of cyflufenamid (Z-isomer), its E-isomer and metabolite 149-F1, expressed as cyflufenamid",22.0,67.0,89.0
75,RF-00003387-PAR,4-bromophenylurea,4-bromophenylurea,37.0,51.0,88.0
948,RF-0813-001-PPP,Nitrapyrin,Nitrapyrin,42.0,45.0,87.0
104,RF-00005728-PAR,1-naphthylacetic acid (sum),"1-Naphthylacetamide and 1-naphthylacetic acid (sum of 1-naphthylacetamide and 1-naphthylacetic acid and its salts, expressed as 1-naphythlacetic acid)",37.0,50.0,87.0
612,RF-0445-001-PPP,"Trimethyl-sulfonium cation, resulting from the use of glyphosate","Trimethyl-sulfonium cation, resulting from the use of glyphosate",54.0,33.0,87.0
189,RF-0041-003-PPP,Carbendazim and benomyl (sum),Benomyl,61.0,25.0,86.0
663,RF-0504-001-PPP,Bioallethrin,Bioallethrin,47.0,38.0,85.0
692,RF-0536-001-PPP,Carbophenothion (sum),Carbophenothion-Methyl,38.0,47.0,85.0
138,RF-00012898-PAR,Proquinazid (sum),"Sum of Proquinazid and metabolite (3-[(6-iodo-4-oxo-3-propyl-3,4-dihydroquinazolin-2-yl)oxy]propanoic acid (IN-MU210)) expressed as proquinazid",2.0,83.0,85.0
1005,RF-0888-001-PPP,Rabenzazole,Rabenzazole,37.0,47.0,84.0
738,RF-0585-001-PPP,"Cyhalothrin, gamma-","Cyhalothrin, gamma-",34.0,50.0,84.0
73,RF-00003378-PAR,Cyhalofop-butyl (sum),Cyhalofop-butyl,37.0,47.0,84.0
153,RF-0013-001-PPP,Acequinocyl,Acequinocyl,62.0,21.0,83.0
151,RF-0011-004-PPP,Abamectin (sum),Avermectin B1b,42.0,41.0,83.0
1121,RF-1066-003-PPP,Pyrethrins,Cinerin II,37.0,45.0,82.0
1010,RF-0894-001-PPP,Siduron,Siduron,38.0,44.0,82.0
536,RF-0374-005-PPP,Pyrethrins,Jasmolin II,37.0,45.0,82.0
535,RF-0374-004-PPP,Pyrethrins,Jasmolin I,37.0,45.0,82.0
1120,RF-1066-002-PPP,Pyrethrins,Cinerin I,37.0,45.0,82.0
566,RF-0401-001-PPP,Sulphur,Sulphur,47.0,35.0,82.0
812,RF-0664-001-PPP,Ethiprole,Ethiprole,36.0,45.0,81.0
1111,RF-1052-001-PPP,"1,2-Dibromo-3-chloropropane","1,2-Dibromo-3-chloropropane",29.0,52.0,81.0
511,RF-0354-002-PPP,Propamocarb (sum),Propamocarb,13.0,67.0,80.0
442,RF-0292-003-PPP,Metolachlor and S-metolachlor (sum),S-Metolachlor,29.0,51.0,80.0
961,RF-0836-001-PPP,Penfluron,Penfluron,37.0,42.0,79.0
1069,RF-0962-002-PPP,"2,3,5-Trimethacarb","2,3,5-Trimethacarb",37.0,42.0,79.0
1017,RF-0906-001-PPP,TCMTB,TCMTB,37.0,42.0,79.0
1007,RF-0890-001-PPP,Schradan,Schradan,37.0,42.0,79.0
1084,RF-0995-001-PPP,Chloroaniline-para,Chloroaniline-para,29.0,49.0,78.0
332,RF-0178-003-PPP,Fenchlorphos (sum),Fenchlorphos-oxon,26.0,51.0,77.0
292,RF-0143-001-PPP,Dinocap (sum),Dinocap (sum of dinocap isomers and their corresponding phenols expressed as dinocap),30.0,47.0,77.0
167,RF-0023-001-PPP,Aminopyralid,Aminopyralid,50.0,24.0,74.0
363,RF-0215-001-PPP,Fluroxypyr (sum),Fluroxypyr (fluroxypyr including its esters expressed as fluroxypyr),35.0,37.0,72.0
562,RF-0396-001-PPP,Spirotetramat (sum),"Spirotetramat and its 4 metabolites BYI08330-enol, BYI08330-ketohydroxy, BYI08330-monohydroxy, and BYI08330 enol-glucoside, expressed as spirotetramat",35.0,37.0,72.0
931,RF-0793-001-PPP,Metominostrobin,Metominostrobin,32.0,40.0,72.0
146,RF-0007-001-PPP,1-naphthylacetic acid,1-naphthylacetic acid,2.0,69.0,71.0
992,RF-0875-001-PPP,CL 9673 (6-chloro-4-hydroxy-3-phenylpyridazin),CL 9673 (6-chloro-4-hydroxy-3-phenylpyridazin),20.0,51.0,71.0
190,RF-0042-001-PPP,Bentazone (sum),"Bentazone (Sum of bentazone, its salts and 6-hydroxy (free and conjugated) and 8-hydroxy bentazone (free and conjugated), expressed as bentazone)",35.0,35.0,70.0
1030,RF-0921-001-PPP,Captan (sum),Tetrahydrophthalimide,40.0,30.0,70.0
1068,RF-0962-001-PPP,Trimethacarb,Trimethacarb,27.0,41.0,68.0
57,RF-00003347-PAR,Flonicamid (sum),TFNA-AM (4-(trifluoromethyl)pyridine-3-carboxamide),37.0,31.0,68.0
727,RF-0574-001-PPP,Crotoxyphos,Crotoxyphos,27.0,40.0,67.0
956,RF-0823-002-PPP,2-Phenylphenol (sum),4-Phenylphenol,0.0,67.0,67.0
54,RF-00003343-PAR,Dinoterb (sum),"Dinoterb (sum of dinoterb, its salts and esters, expressed as dinoterb)",13.0,53.0,66.0
354,RF-0205-001-PPP,Flufenzin,Flufenzin,33.0,29.0,62.0
310,RF-0159-001-PPP,Ethalfluralin,Ethalfluralin,36.0,25.0,61.0
1041,RF-0933-001-PPP,Thiofanox,Thiofanox,41.0,20.0,61.0
1119,RF-1062-001-PPP,6-Benzyladenine,6-Benzyladenine,20.0,40.0,60.0
127,RF-00011965-PAR,Emamectin (sum),Emamectin benzoate B1b,20.0,40.0,60.0
121,RF-00011521-PAR,Fenpicoxamid (sum),X12326349 expressed as fenpicoxamid,20.0,40.0,60.0
107,RF-00006668-PAR,Proquinazid (sum),"3-[(6-iodo-4-oxo-3-propyl-3,4-dihydroquinazolin-2-yl)oxy]propanoic acid (expressed as proquinazid)",20.0,40.0,60.0
837,RF-0687-001-PPP,Fentin (sum),"Fentin (fentin including its salts, expressed as triphenyltin cation)",37.0,21.0,58.0
1009,RF-0893-001-PPP,Secbumeton,Secbumeton,1.0,57.0,58.0
807,RF-0659-001-PPP,Ethidimuron,Ethidimuron,37.0,20.0,57.0
817,RF-0670-001-PPP,Famphur,Famphur,22.0,35.0,57.0
236,RF-0095-001-PPP,Cinidon-ethyl (sum),Cinidon-ethyl (sum of cinidon ethyl and its E-isomer),0.0,53.0,53.0
1118,RF-1061-001-PPP,2-Hydroxyethylphosphonic acid,2-Hydroxyethylphosphonic acid,33.0,20.0,53.0
848,RF-0699-002-PPP,Fluazifop-methyl,Fluazifop-methyl,15.0,38.0,53.0
711,RF-0557-001-PPP,Chloropropylate,Chloropropylate,36.0,15.0,51.0
63,RF-00003357-PAR,Mesotrione,Mesotrione,10.0,41.0,51.0
109,RF-00007253-PAR,Fluoxastrobin (sum),Phenoxy-hydroxypyrimidine,21.0,29.0,50.0
544,RF-0381-001-PPP,Quinmerac,Quinmerac,26.0,21.0,47.0
689,RF-0534-001-PPP,"Carbofuran, 3-keto","Carbofuran, 3-keto",25.0,20.0,45.0
779,RF-0628-001-PPP,Dimetilan,Dimetilan,27.0,18.0,45.0
517,RF-0360-001-PPP,Propisochlor,Propisochlor,12.0,32.0,44.0
1105,RF-1038-001-PPP,Pentachloromethylthiobenzene,Pentachloromethylthiobenzene,21.0,23.0,44.0
782,RF-0631-001-PPP,Dinobuton,Dinobuton,17.0,26.0,43.0
120,RF-0001-001-PPP,"1,1-dichloro-2,2-bis(4-ethylphenyl)ethane","1,1-dichloro-2,2-bis(4-ethylphenyl)ethane",9.0,34.0,43.0
968,RF-0847-001-PPP,Piperalin,Piperalin,22.0,21.0,43.0
547,RF-0384-002-PPP,Quizalofop (sum),Trimethyl-sulfonium cation,39.0,3.0,42.0
668,RF-0510-001-PPP,Brodifacoum,Brodifacoum,12.0,28.0,40.0
1019,RF-0908-001-PPP,Tebutam,Tebutam,12.0,27.0,39.0
232,RF-0091-001-PPP,Chlorthiamid,Chlorthiamid,12.0,27.0,39.0
1112,RF-1054-001-PPP,Propylenethiourea,Propylenethiourea,18.0,20.0,38.0
1117,RF-1059-002-PPP,Fosetyl-aluminium,Fosetyl-aluminium,18.0,18.0,36.0
21,RF-00002594-PAR,Thiofanox (sum),"Thiofanox (sum of thiofanox, thiofanox sulfone and thiofanox sulfoxide, expressed as thiofanox)",18.0,18.0,36.0
713,RF-0559-001-PPP,Chlorthal,Chlorthal,12.0,23.0,35.0
714,RF-0560-001-PPP,Chlorthion,Chlorthion,12.0,23.0,35.0
700,RF-0545-001-PPP,Chlordimeform,Chlordimeform,12.0,23.0,35.0
851,RF-0702-001-PPP,Flubenzimine,Flubenzimine,12.0,23.0,35.0
492,RF-0336-007-PPP,Phorate (sum),Phorate-oxonsulfoxid,0.0,35.0,35.0
410,RF-0260-003-PPP,Kresoxim-methyl (sum),490M1 expressed as kresoxim-methyl,20.0,15.0,35.0
1054,RF-0946-001-PPP,Triamiphos,Triamiphos,12.0,23.0,35.0
859,RF-0710-001-PPP,Fluorodifen,Fluorodifen,12.0,23.0,35.0
947,RF-0812-001-PPP,Nitralin,Nitralin,12.0,23.0,35.0
173,RF-0026-001-PPP,Anilazine,Anilazine,12.0,23.0,35.0
1065,RF-0959-001-PPP,Trietazine,Trietazine,12.0,23.0,35.0
973,RF-0854-001-PPP,Pretilachlor,Pretilachlor,12.0,23.0,35.0
819,RF-0672-001-PPP,Fenazaflor,Fenazaflor,12.0,23.0,35.0
894,RF-0753-001-PPP,Isocarbamid,Isocarbamid,12.0,23.0,35.0
572,RF-0409-001-PPP,Tembotrione,Tembotrione,23.0,11.0,34.0
13,RF-00000161-VET,Cypermethrin (sum),Alpha-cypermethrin,12.0,22.0,34.0
1008,RF-0891-001-PPP,Sebuthylazine,Sebuthylazine,0.0,33.0,33.0
0,RF-00000001-PPP,PESTICIDES,PESTICIDES,0.0,32.0,32.0
261,RF-0118-003-PPP,Dazomet,Dazomet,0.0,32.0,32.0
1123,RF-1072-001-PPP,Metacriphos,Metacriphos,5.0,25.0,30.0
799,RF-0650-001-PPP,Emamectin (sum),Emamectin B1b,15.0,15.0,30.0
666,RF-0507-001-PPP,Bispyribac (sum),"Bispyribac (sum of bispyribac, its salts and its esters, expressed as bispyribac)",12.0,18.0,30.0
925,RF-0784-001-PPP,Methomyl-Oxime,Methomyl-Oxime,15.0,15.0,30.0
417,RF-0267-002-PPP,Maleic hydrazide (sum),Maleic hydrazide and its conjugates expressed as maleic hydrazide,15.0,15.0,30.0
178,RF-0031-001-PPP,Azimsulfuron,Azimsulfuron,12.0,17.0,29.0
806,RF-0658-001-PPP,Ethametsulfuron-Methyl,Ethametsulfuron-Methyl,12.0,17.0,29.0
1103,RF-1033-001-PPP,Hexachlorobutadiene,Hexachlorobutadiene,14.0,14.0,28.0
650,RF-0490-001-PPP,Benfuresate,Benfuresate,27.0,0.0,27.0
1102,RF-1032-001-PPP,Griseofulvin,Griseofulvin,15.0,11.0,26.0
465,RF-0315-001-PPP,Orthosulfamuron,Orthosulfamuron,12.0,14.0,26.0
364,RF-0215-002-PPP,Fluroxypyr (sum),Fluroxypyr-Meptyl,0.0,25.0,25.0
972,RF-0853-001-PPP,Prallethrin,Prallethrin,12.0,13.0,25.0
1022,RF-0911-001-PPP,Temephos,Temephos,17.0,7.0,24.0
253,RF-0109-001-PPP,Cyhalofop-butyl (sum),Cyhalofop-butyl (sum of cyhalofop butyl and its free acids),0.0,23.0,23.0
1106,RF-1039-001-PPP,Pyridinitril,Pyridinitril,0.0,23.0,23.0
1101,RF-1030-001-PPP,Dipropetryn,Dipropetryn,0.0,23.0,23.0
3,RF-00000014-PAR,Cotinine,Cotinine,0.0,23.0,23.0
1100,RF-1025-001-PPP,Bufencarb,Bufencarb,0.0,23.0,23.0
237,RF-0095-002-PPP,Cinidon-ethyl (sum),Cinidon-ethyl,0.0,23.0,23.0
1099,RF-1023-001-PPP,Allidochlor,Allidochlor,0.0,23.0,23.0
1104,RF-1036-001-PPP,Medinoterb,Medinoterb,0.0,23.0,23.0
1078,RF-0987-001-PPP,Brompyrazon,Brompyrazon,0.0,23.0,23.0
1109,RF-1048-001-PPP,Flamprop-methyl,Flamprop-methyl,0.0,23.0,23.0
1074,RF-0974-001-PPP,Tribufos,"Tribufos (s,s,s-tributyl-phosphorotrithioate)",0.0,23.0,23.0
1077,RF-0982-001-PPP,Dipropyl isocinchomeronate,Dipropyl isocinchomeronate,0.0,23.0,23.0
83,RF-00004671-PAR,Mandestrobin,Mandestrobin,0.0,23.0,23.0
1086,RF-0998-001-PPP,Isobenzan,Isobenzan,0.0,23.0,23.0
1080,RF-0990-001-PPP,"2,2,2-Trichloro-1-(3,4-dichlorophenyl)ethyl acetate","2,2,2-Trichloro-1-(3,4-dichlorophenyl)ethyl acetate",0.0,23.0,23.0
770,RF-0619-001-PPP,Difenzoquat,Difenzoquat,19.0,2.0,21.0
816,RF-0669-001-PPP,Ethylenethiourea,Ethylenethiourea,19.0,2.0,21.0
478,RF-0326-001-PPP,Paraquat,Paraquat,19.0,2.0,21.0
179,RF-0034-001-PPP,Azocyclotin and Cyhexatin (sum),Azocyclotin and Cyhexatin (sum of azocyclotin and cyhexatin expressed as cyhexatin),19.0,2.0,21.0
974,RF-0855-001-PPP,Primisulfuron,Primisulfuron,17.0,3.0,20.0
452,RF-0303-001-PPP,Milbemectin (sum),"Milbemectin (sum of MA4+8,9Z-MA4, expressed as Milbemectin)",0.0,20.0,20.0
1020,RF-0909-001-PPP,Tebuthiuron,Tebuthiuron,16.0,2.0,18.0
641,RF-0480-001-PPP,"Atrazine, Desethyl-Desisopropyl-","Atrazine, Desethyl-Desisopropyl-",18.0,0.0,18.0
112,RF-00007584-PAR,Halauxifen-methyl,Halauxifen-methyl,0.0,17.0,17.0
422,RF-0274-003-PPP,Mepanipyrim (sum),2-anilino-4-(2-hydroxypropyl)- 6-methylpyrimidin,0.0,16.0,16.0
260,RF-0118-001-PPP,Methylisothiocyanate,Methylisothiocyanate (resulting from the use of dazomet and metam),6.0,10.0,16.0
978,RF-0859-001-PPP,Profoxydim,Profoxydim,12.0,4.0,16.0
220,RF-0073-001-PPP,Chlorbenside,Chlorbenside,12.0,4.0,16.0
1127,RF-1078-001-PPP,Quaternary Ammonium Compounds (QACs),Quaternary Ammonium Compounds (QACs),10.0,5.0,15.0
885,RF-0742-001-PPP,Imazamethabenz-Methyl,Imazamethabenz-Methyl,12.0,3.0,15.0
758,RF-0607-001-PPP,Dichlorophen,Dichlorophen,12.0,2.0,14.0
722,RF-0569-001-PPP,Cloransulam-Methyl,Cloransulam-Methyl,13.0,1.0,14.0
950,RF-0817-001-PPP,Noruron,Noruron,13.0,1.0,14.0
183,RF-0036-001-PPP,Barban,Barban,12.0,1.0,13.0
1057,RF-0949-001-PPP,"Triazole, 1,2,4-","Triazole, 1,2,4-",12.0,0.0,12.0
1048,RF-0940-001-PPP,Thiosultap,Thiosultap,12.0,0.0,12.0
1049,RF-0941-001-PPP,Thymol,Thymol,12.0,0.0,12.0
684,RF-0526-001-PPP,Butroxydim,Butroxydim,12.0,0.0,12.0
677,RF-0519-001-PPP,Butachlor,Butachlor,12.0,0.0,12.0
676,RF-0518-001-PPP,Bronopol,Bronopol,12.0,0.0,12.0
1055,RF-0947-001-PPP,Triapenthenol,Triapenthenol,12.0,0.0,12.0
674,RF-0516-001-PPP,Bromofenoxim,Bromofenoxim,12.0,0.0,12.0
939,RF-0801-001-PPP,Naphthalene,Naphthalene,12.0,0.0,12.0
672,RF-0514-001-PPP,Bromobutide,Bromobutide,12.0,0.0,12.0
694,RF-0538-001-PPP,Carvone,Carvone,12.0,0.0,12.0
1060,RF-0954-001-PPP,Tributyltin Oxide,Tributyltin Oxide,12.0,0.0,12.0
1061,RF-0955-001-PPP,Trichlamide,Trichlamide,12.0,0.0,12.0
1062,RF-0956-001-PPP,"Trichlorobenzoic acid, 2,3,6-","Trichlorobenzoic acid, 2,3,6-",12.0,0.0,12.0
670,RF-0512-001-PPP,Bromethalin,Bromethalin,12.0,0.0,12.0
1064,RF-0958-001-PPP,Tridiphane,Tridiphane,12.0,0.0,12.0
667,RF-0508-001-PPP,Blasticidin-S,Blasticidin-S,12.0,0.0,12.0
662,RF-0503-001-PPP,Benzthiazuron,Benzthiazuron,12.0,0.0,12.0
1047,RF-0939-001-PPP,Thioquinox,Thioquinox,12.0,0.0,12.0
698,RF-0543-001-PPP,Chloraniformethan,Chloraniformethan,12.0,0.0,12.0
696,RF-0540-001-PPP,Chlomethoxyfen,Chlomethoxyfen,12.0,0.0,12.0
1035,RF-0927-001-PPP,Thiazafluron,Thiazafluron,12.0,0.0,12.0
723,RF-0570-001-PPP,Coumachlor,Coumachlor,12.0,0.0,12.0
720,RF-0567-001-PPP,Cloquintocet,Cloquintocet,12.0,0.0,12.0
719,RF-0566-001-PPP,Clofencet,Clofencet,12.0,0.0,12.0
716,RF-0563-001-PPP,Cinmethylin,Cinmethylin,12.0,0.0,12.0
712,RF-0558-001-PPP,Chlorphonium,Chlorphonium,12.0,0.0,12.0
709,RF-0555-001-PPP,Chlornitrofen,Chlornitrofen,12.0,0.0,12.0
937,RF-0799-001-PPP,Nabam,Nabam,12.0,0.0,12.0
706,RF-0551-001-PPP,Chlorflurenol-Methyl,Chlorflurenol-Methyl,12.0,0.0,12.0
697,RF-0541-001-PPP,Chloramben,Chloramben,12.0,0.0,12.0
705,RF-0550-001-PPP,Chlorflurenol,Chlorflurenol,12.0,0.0,12.0
1038,RF-0930-001-PPP,Thifensulfuron,Thifensulfuron,12.0,0.0,12.0
1039,RF-0931-001-PPP,Thifluzamide,Thifluzamide,12.0,0.0,12.0
1040,RF-0932-001-PPP,Thiocyclam,Thiocyclam,12.0,0.0,12.0
702,RF-0547-001-PPP,Chlorfenprop,Chlorfenprop,12.0,0.0,12.0
701,RF-0546-001-PPP,Chlorethoxyfos,Chlorethoxyfos,12.0,0.0,12.0
660,RF-0501-001-PPP,Benzoylprop,Benzoylprop,12.0,0.0,12.0
661,RF-0502-001-PPP,Benzoylprop-Ethyl,Benzoylprop-Ethyl,12.0,0.0,12.0
657,RF-0497-001-PPP,Bentaluron,Bentaluron,12.0,0.0,12.0
658,RF-0499-001-PPP,Benzobicyclon,Benzobicyclon,12.0,0.0,12.0
734,RF-0581-001-PPP,Cycloprothrin,Cycloprothrin,12.0,0.0,12.0
507,RF-0352-001-PPP,Prohexadione (sum),Prohexadione (prohexadione (acid) and its salts expressed as prohexadione-calcium),12.0,0.0,12.0
392,RF-0245-001-PPP,Hymexazol,Hymexazol,12.0,0.0,12.0
391,RF-0243-001-PPP,Hydrogen cyanide,Hydrogen cyanide (cyanides expressed as hydrogen cyanide),12.0,0.0,12.0
380,RF-0229-001-PPP,Furconazole,Furconazole,12.0,0.0,12.0
361,RF-0212-001-PPP,Flupyrsulfuron-methyl,Flupyrsulfuron-methyl,12.0,0.0,12.0
359,RF-0210-001-PPP,Fluoroglycofene,Fluoroglycofene,12.0,0.0,12.0
358,RF-0209-001-PPP,Fluoride ion,Fluoride ion,12.0,0.0,12.0
318,RF-0166-001-PPP,Ethoxysulfuron,Ethoxysulfuron,12.0,0.0,12.0
303,RF-0151-005-PPP,Dithiocarbamates (sum),Carbon disulphide,12.0,0.0,12.0
259,RF-0117-001-PPP,Daminozide (sum),"Daminozide (sum of daminozide and 1,1-dimethyl-hydrazine (UDHM), expressed as daminozide)",12.0,0.0,12.0
247,RF-0103-001-PPP,Cyanamide (sum),Cyanamide including salts expressed as cyanamide,12.0,0.0,12.0
227,RF-0083-001-PPP,Chloropicrin,Chloropicrin,12.0,0.0,12.0
222,RF-0076-001-PPP,Chlordecone,Chlordecone,12.0,0.0,12.0
214,RF-0067-001-PPP,Carbon tetrachloride,Carbon tetrachloride,12.0,0.0,12.0
174,RF-0027-001-PPP,Aramite,Aramite,12.0,0.0,12.0
1125,RF-1075-001-PPP,"Tetrachloroaniline, 2,3,4,5-","Tetrachloroaniline, 2,3,4,5-",12.0,0.0,12.0
1126,RF-1075-002-PPP,"Tetrachloroanilline, 2,3,5,6-","Tetrachloroanilline, 2,3,5,6-",12.0,0.0,12.0
516,RF-0359-001-PPP,Dithiocarbamates (sum),Propineb (expressed as propilendiamine),12.0,0.0,12.0
521,RF-0363-001-PPP,Propyl-3-t-butylphenoxyacetate,Propyl-3-t-butylphenoxyacetate,12.0,0.0,12.0
531,RF-0372-001-PPP,Pyrasulfotole,Pyrasulfotole,12.0,0.0,12.0
635,RF-0473-001-PPP,Ancymidol,Ancymidol,12.0,0.0,12.0
1071,RF-0968-001-PPP,Validamycin,Validamycin,12.0,0.0,12.0
656,RF-0496-001-PPP,Bensultap,Bensultap,12.0,0.0,12.0
653,RF-0493-001-PPP,Bensulfuron,Bensulfuron,12.0,0.0,12.0
648,RF-0488-001-PPP,Benazolin-Ethyl,Benazolin-Ethyl,12.0,0.0,12.0
647,RF-0487-001-PPP,Benazolin,Benazolin,12.0,0.0,12.0
644,RF-0483-001-PPP,Azafenidin,Azafenidin,12.0,0.0,12.0
639,RF-0477-001-PPP,"Atrazine, 2-Hydroxy-","Atrazine, 2-Hydroxy-",12.0,0.0,12.0
634,RF-0472-001-PPP,Ampropylfos,Ampropylfos,12.0,0.0,12.0
555,RF-0391-001-PPP,Sodium tetrathiocarbonate,Sodium tetrathiocarbonate,12.0,0.0,12.0
630,RF-0468-001-PPP,Amidithion,Amidithion,12.0,0.0,12.0
628,RF-0465-001-PPP,Alloxydim,Alloxydim,12.0,0.0,12.0
626,RF-0463-001-PPP,Aldimorph,Aldimorph,12.0,0.0,12.0
624,RF-0461-001-PPP,Acifluorfen,Acifluorfen,12.0,0.0,12.0
619,RF-0451-001-PPP,Dithiocarbamates (sum),Ziram,12.0,0.0,12.0
589,RF-0423-001-PPP,Dithiocarbamates (sum),Thiram (expressed as thiram),12.0,0.0,12.0
565,RF-0400-001-PPP,Sulfuryl fluoride,Sulfuryl fluoride,12.0,0.0,12.0
732,RF-0579-001-PPP,Cybutryne,Cybutryne,12.0,0.0,12.0
707,RF-0553-001-PPP,Chlorimuron-Ethyl,Chlorimuron-Ethyl,12.0,0.0,12.0
1024,RF-0913-001-PPP,Terbucarb,Terbucarb,12.0,0.0,12.0
879,RF-0734-001-PPP,Halosulfuron,Halosulfuron,12.0,0.0,12.0
873,RF-0726-001-PPP,Fosthietan,Fosthietan,12.0,0.0,12.0
872,RF-0725-001-PPP,Fosamine,Fosamine,12.0,0.0,12.0
867,RF-0718-001-PPP,Fluridone,Fluridone,12.0,0.0,12.0
969,RF-0849-001-PPP,Piperophos,Piperophos,12.0,0.0,12.0
866,RF-0717-001-PPP,Flurenol,Flurenol,12.0,0.0,12.0
865,RF-0716-001-PPP,Flurazole,Flurazole,12.0,0.0,12.0
864,RF-0715-001-PPP,Flupyrsulfuron,Flupyrsulfuron,12.0,0.0,12.0
863,RF-0714-001-PPP,Flupoxam,Flupoxam,12.0,0.0,12.0
861,RF-0712-001-PPP,Fluoroimide,Fluoroimide,12.0,0.0,12.0
975,RF-0856-001-PPP,Primisulfuron-Methyl,Primisulfuron-Methyl,12.0,0.0,12.0
735,RF-0582-001-PPP,Cyclosulfamuron,Cyclosulfamuron,12.0,0.0,12.0
858,RF-0709-001-PPP,Flumiclorac-Pentyl,Flumiclorac-Pentyl,12.0,0.0,12.0
857,RF-0708-001-PPP,Flumiclorac,Flumiclorac,12.0,0.0,12.0
856,RF-0707-001-PPP,Flumetsulam,Flumetsulam,12.0,0.0,12.0
853,RF-0704-001-PPP,Flufenprox,Flufenprox,12.0,0.0,12.0
849,RF-0700-001-PPP,Fluazolate,Fluazolate,12.0,0.0,12.0
982,RF-0863-001-PPP,Propaphos,Propaphos,12.0,0.0,12.0
876,RF-0730-001-PPP,Genite,Genite,12.0,0.0,12.0
884,RF-0740-001-PPP,Hydramethylnon,Hydramethylnon,12.0,0.0,12.0
844,RF-0695-001-PPP,Flamprop-M-Methyl,Flamprop-M-Methyl,12.0,0.0,12.0
890,RF-0749-001-PPP,Iminoctadine,Iminoctadine,12.0,0.0,12.0
934,RF-0796-001-PPP,Metsulfuron,Metsulfuron,12.0,0.0,12.0
933,RF-0795-001-PPP,Metsulfovax,Metsulfovax,12.0,0.0,12.0
928,RF-0789-001-PPP,Methyldymron,Methyldymron,12.0,0.0,12.0
924,RF-0783-001-PPP,Methfuroxam,Methfuroxam,12.0,0.0,12.0
946,RF-0811-001-PPP,Nithiazine,Nithiazine,12.0,0.0,12.0
923,RF-0782-001-PPP,Methazole,Methazole,12.0,0.0,12.0
922,RF-0781-001-PPP,Merphos,Merphos,12.0,0.0,12.0
919,RF-0778-001-PPP,Mefluidide,Mefluidide,12.0,0.0,12.0
951,RF-0818-001-PPP,Noviflumuron,Noviflumuron,12.0,0.0,12.0
918,RF-0777-001-PPP,Mefenpyr,Mefenpyr,12.0,0.0,12.0
953,RF-0820-001-PPP,Octhilinone,Octhilinone,12.0,0.0,12.0
914,RF-0773-001-PPP,Kelevan,Kelevan,12.0,0.0,12.0
913,RF-0772-001-PPP,Kasugamycin,Kasugamycin,12.0,0.0,12.0
912,RF-0771-001-PPP,Karetazan,Karetazan,12.0,0.0,12.0
910,RF-0769-001-PPP,Kadethrin,Kadethrin,12.0,0.0,12.0
958,RF-0825-001-PPP,Oxaziclomefone,Oxaziclomefone,12.0,0.0,12.0
901,RF-0760-001-PPP,Isolane,Isolane,12.0,0.0,12.0
846,RF-0697-001-PPP,Fluacrypyrim,Fluacrypyrim,12.0,0.0,12.0
976,RF-0857-001-PPP,Probenazole,Probenazole,12.0,0.0,12.0
840,RF-0691-001-PPP,Ferbam,Ferbam,12.0,0.0,12.0
760,RF-0609-001-PPP,Dichlozoline,Dichlozoline,12.0,0.0,12.0
787,RF-0637-001-PPP,Diphacinone,Diphacinone,12.0,0.0,12.0
785,RF-0635-001-PPP,Dioxabenzofos,Dioxabenzofos,12.0,0.0,12.0
784,RF-0634-001-PPP,Diofenolan,Diofenolan,12.0,0.0,12.0
838,RF-0688-001-PPP,Fentrazamide,Fentrazamide,12.0,0.0,12.0
777,RF-0626-001-PPP,Dimethirimol,Dimethirimol,12.0,0.0,12.0
772,RF-0621-001-PPP,Dikegulac,Dikegulac,12.0,0.0,12.0
766,RF-0615-001-PPP,Diethatyl,Diethatyl,12.0,0.0,12.0
765,RF-0614-001-PPP,Dienochlor,Dienochlor,12.0,0.0,12.0
759,RF-0608-001-PPP,"Dichloropropane, 1,2-","Dichloropropane, 1,2-",12.0,0.0,12.0
795,RF-0646-001-PPP,Drazoxolon,Drazoxolon,12.0,0.0,12.0
1014,RF-0902-001-PPP,Sulfometuron-Methyl,Sulfometuron-Methyl,12.0,0.0,12.0
756,RF-0603-001-PPP,"Dichlorobenzene, 1,4-","Dichlorobenzene, 1,4-",12.0,0.0,12.0
753,RF-0600-001-PPP,Dichlone,Dichlone,12.0,0.0,12.0
746,RF-0593-001-PPP,Demephion-S,Demephion-S,12.0,0.0,12.0
745,RF-0592-001-PPP,Demephion-O,Demephion-O,12.0,0.0,12.0
743,RF-0590-001-PPP,Cythioate,Cythioate,12.0,0.0,12.0
1021,RF-0910-001-PPP,Tecloftalam,Tecloftalam,12.0,0.0,12.0
742,RF-0589-001-PPP,Cyprofuram,Cyprofuram,12.0,0.0,12.0
789,RF-0639-001-PPP,Disulfiram,Disulfiram,12.0,0.0,12.0
780,RF-0629-001-PPP,Dimexanol,Dimexanol,12.0,0.0,12.0
801,RF-0652-001-PPP,Endothal,Endothal,12.0,0.0,12.0
813,RF-0665-001-PPP,Ethoate-Methyl,Ethoate-Methyl,12.0,0.0,12.0
831,RF-0683-001-PPP,Fenridazon,Fenridazon,12.0,0.0,12.0
988,RF-0870-001-PPP,Prothoate,Prothoate,12.0,0.0,12.0
